Title,Price,Currency,Condition,Seller Feedback %,Seller Feedback Score,Shipping Cost,Shipping Currency,Original Price,Discount Percentage,Discount Amount,Country,Shipping_Cost,Brand,Processor,RAM,Device Type
Dell Optiplex 7060 SFF Desktop Intel i7-8700 32GB RAM 1TB SSD WiFi Windows 11 PC,3047.0,MAD,Used,100.0,1221,0.0,MAD,3047.0,0,0.0,UK,0.0,Dell,i7,32GB,Desktop
FAST COMPUTER i5 6th QUAD Wi-Fi DESKTOP PC & TFT SET 16GB WINDOWS 10 SSD & HDD,900.25,MAD,Refurbished,97.4,9806,0.0,MAD,900.25,0,0.0,UK,0.0,Unknown,i5,16GB,Desktop
DELL Desktop PC Intel QUAD Core i7 32GB Ram 1TB SSD Windows 11 Computer HDMI FHD,2077.3615,MAD,Refurbished,100.0,313,0.0,MAD,2077.3615,0,0.0,UK,0.0,Dell,i7,32GB,Desktop
GAMING PC BUNDLE 27 INCH CORE i7 16GB RAM SSD+1TB HDD 8GB GRAPHICS CARD,4154.8615,MAD,Unknown,99.0,12165,0.0,MAD,20774.3075,80,16619.446,UK,0.0,Unknown,i7,16GB,Desktop
Raspberry Pi 400 - Please Read Description,413.284,MAD,Used,100.0,1127,3.39,MAD,413.284,0,0.0,UK,46.9515,Unknown,Unknown,Unknown,Desktop
Desktop Computer Windows 11 Pro HP EliteDesk 800 G2 i5 32GB 1TB SSD HDMI PC WiFi,872.4115,MAD,Refurbished,97.3,3461,0.0,MAD,872.4115,0,0.0,UK,0.0,Hp,i5,32GB,Desktop
Fast Gaming PC Computer Bundle Intel Quad Core i5 16GB SSD+1TB Win 10 2GB GT730,3877.8615,MAD,Unknown,99.0,12165,0.0,MAD,19389.3075,80,15511.446,UK,0.0,Unknown,i5,16GB,Desktop
"HP Z1 G5 Entry Workstation Mini-Tower i9-9900 16GB RAM 256GB/ 512GB SSD P620, VG",4501.25,MAD,Refurbished,99.9,5219,0.0,MAD,13836.15,67,9334.9,UK,0.0,Hp,i9,16GB,Desktop
"Dell Optiplex 7060 SFF - i5-8500, 8GB RAM, 256GB NVMe, DVD-RW, VGA, Win 11 Pro",1246.3615,MAD,Used,100.0,895,0.0,MAD,1246.3615,0,0.0,UK,0.0,Dell,i5,8GB,Desktop
"Dell Inspiron 5477 AIO 23"" All-in-One PC i7-8700T 16GB RAM 500GB SSD (faulty)",1162.292,MAD,Used,100.0,1346,10.0,MAD,1162.292,0,0.0,UK,138.5,Dell,i7,16GB,Desktop
"HP Z240  Desktop Computer Intel Core I7-6700@3.40GHZ, 4-Core 4-Threads",1450.3719999999998,MAD,Used,100.0,665,6.12,MAD,1450.3719999999998,0,0.0,UK,84.762,Hp,i7,Unknown,Desktop
iPad Case For iPad 10.2 9th Generation Air 1 2 10.9 10th 5th 6th 7th 8th Mini 5,94.0415,MAD,New,99.3,31856,0.0,MAD,94.0415,0,0.0,UK,0.0,Unknown,Unknown,Unknown,Other or unknown
CAT6 RJ45 Ethernet Cable Network LAN Patch Lead Fast Speed Router to PC NEW Lot,2007.5575,MAD,New,99.7,230864,0.0,MAD,2007.5575,0,0.0,UK,0.0,Unknown,Unknown,Unknown,Other or unknown
Windows 11 Lenovo ThinkCentre Tiny Core i7 32GB RAM 1TB SSD Wi-Fi PC Desktop,1384.8615,MAD,Refurbished,99.0,12165,0.0,MAD,6924.3075,80,5539.446,UK,0.0,Lenovo,i7,32GB,Desktop
DELL OPTIPLEX 5260 AIO 8GB RAM INTEL CORE I5-8500 500GB HDD COMPUTER *NO STAND*,1107.3075000000001,MAD,Used,99.4,30311,0.0,MAD,1107.3075000000001,0,0.0,UK,0.0,Dell,i5,8GB,Desktop
"500GB 640GB 750GB 1TB 2TB 3TB 4TB 6TB 8TB 10TB 3.5"" SATA Hard Drive HDD LOT",353.0365,MAD,Used,99.7,174708,0.0,MAD,353.0365,0,0.0,UK,0.0,Unknown,Unknown,Unknown,Other or unknown
FAST COMPUTER i5 7th QUAD Wi-Fi DESKTOP PC & TFT SET 16GB WINDOWS 10 SSD & HDD,1038.75,MAD,Refurbished,97.4,9806,0.0,MAD,1038.75,0,0.0,UK,0.0,Unknown,i5,16GB,Desktop
FAST CHEAP COMPUTER i5 8th GEN WiFi DESKTOP PC & MONITOR SET 16GB WINDOWS 11 SSD,3185.3615,MAD,Refurbished,97.4,9806,0.0,MAD,3185.3615,0,0.0,UK,0.0,Unknown,i5,16GB,Desktop
FAST CHEAP COMPUTER i5 8th GEN WiFi DESKTOP PC & MONITOR SET 16GB WINDOWS 11 SSD,3185.3615,MAD,Refurbished,98.1,9378,0.0,MAD,3185.3615,0,0.0,UK,0.0,Unknown,i5,16GB,Desktop
Dell OptiPlex 7060 Micro PC Core i7 8th Gen 32GB RAM 1TB SSD Wi-Fi Windows 11 --,2216.0,MAD,Used,100.0,1221,0.0,MAD,2216.0,0,0.0,UK,0.0,Dell,i7,32GB,Desktop
"Intel NUC QUAD CORE 2.0 GHZ , HDMI 8GB RAM , 120GB SSD , WINDOWS 10 WIFI",830.8615,MAD,Refurbished,99.0,12165,0.0,MAD,3808.0575,78,2977.196,UK,0.0,Unknown,Unknown,8GB,Desktop
Fast Cheap Dell Gaming Laptop i7 Up To 3.40GHz 32GB RAM 1TB SSD Win11 Computer,2340.65,MAD,Refurbished,99.4,2019,0.0,MAD,2340.65,0,0.0,UK,0.0,Dell,i7,32GB,Desktop
Dell OptiPlex 3040 Micro PC 6th Gen i5 4GB RAM NO HDD Ideal Resale,415.3615,MAD,Used,100.0,729,4.5,MAD,415.3615,0,0.0,UK,62.324999999999996,Dell,i5,4GB,Desktop
Dell Optiplex 3050 Micro PC 16GB MEM i5 6500T CPU 2.5GHz . 240GB SSD UK A C,761.75,MAD,Used,98.5,2096,0.0,MAD,761.75,0,0.0,UK,0.0,Dell,i5,16GB,Desktop
"*B GRADE* HP EliteDesk 800 G5 SFF PC, i5-9500, 8GB RAM, 256GB SSD, Windows 11",1731.25,MAD,Used,100.0,30572,0.0,MAD,1731.25,0,0.0,UK,0.0,Hp,i5,8GB,Desktop
SanDisk Cruzer Blade USB 16GB 32GB 64GB 128GB 2.0 Flash Drive Memory Stick,179.3575,MAD,New,99.5,308039,0.0,MAD,179.3575,0,0.0,UK,0.0,Unknown,Unknown,16GB,Other or unknown
Windows 11 ✅​ Pro DELL HP CORE i7 64GB RAM 2TB SSD Desktop Tower PC SFF Wi-Fi ✅​,2077.3615,MAD,Refurbished,97.9,728,0.0,MAD,2077.3615,0,0.0,UK,0.0,Hp,i7,Unknown,Desktop
Dell HP PC Computer Bundle with Monitor -  lot - i3 i5 i7 CPU + SSD & Windows 11,3114.1724999999997,MAD,Refurbished,99.5,13211,0.0,MAD,3114.1724999999997,0,0.0,UK,0.0,Hp,i3,Unknown,Desktop
"Raspberry Pi 5, 8GB RAM (ARM Cortex-A76, 2.40GHz) All-in-One Desktop. ",831.0,MAD,Used,100.0,1000,0.0,MAD,831.0,0,0.0,UK,0.0,Unknown,Unknown,8GB,Desktop
"iPad Case Cover for iPad 10th Generation 10.9"" (2022)",68.696,MAD,New,98.5,16133,0.0,MAD,68.696,0,0.0,UK,0.0,Unknown,Unknown,Unknown,Other or unknown
"Dell OptiPlex 3050 Micro PC, Core i5 6th Gen, 8GB RAM, 128GB SSD, Windows 11",1038.6115,MAD,Refurbished,100.0,106101,0.0,MAD,1038.6115,0,0.0,UK,0.0,Dell,i5,8GB,Desktop
Lenovo ThinkCentre M710q Mini - i5-6400T - 16GB RAM - 256GB SSD -PSU (OFFERS OK),1246.3615,MAD,Used,99.7,7349,0.0,MAD,1246.3615,0,0.0,UK,0.0,Lenovo,i5,16GB,Desktop
BUDGET GAMING PC/ AMD RYZEN 3/ 8GB DDR4 RAM,874.212,MAD,Used,0.0,0,5.88,MAD,874.212,0,0.0,UK,81.438,Unknown,ryzen 3,8GB,Desktop
HP Pavilion 590-P0,1450.3719999999998,MAD,Used,0.0,1,5.21,MAD,1450.3719999999998,0,0.0,UK,72.1585,Hp,Unknown,Unknown,Desktop
Dell Optiplex 3060 SFF i5-8500 3.0Ghz 8GB RAM 240GB SSD WINDOWS 11 PC TOWER FAST,1176.5575000000001,MAD,Used,99.4,30311,0.0,MAD,1176.5575000000001,0,0.0,UK,0.0,Dell,i5,8GB,Desktop
iPad Case For iPad 10.2 9th Generation Air 1 2 10.9 9.7 10th 5th 6th 7th 8th,82.9615,MAD,New,99.3,10006,0.0,MAD,82.9615,0,0.0,UK,0.0,Unknown,Unknown,Unknown,Other or unknown
"HP EliteOne 800 G4 AIO 23.8"" i5-8500 8GB RAM 256GB SSD Win 11 Pro(VG)",2700.75,MAD,Refurbished,99.9,5014,0.0,MAD,2700.75,0,0.0,UK,0.0,Hp,i5,8GB,Desktop
"Dell OptiPlex 5050 SFF PC, Core i3 6th Gen, 8GB RAM, 128GB SSD, Windows 11",830.8615,MAD,Used,100.0,106101,0.0,MAD,830.8615,0,0.0,UK,0.0,Dell,i3,8GB,Desktop
Dell OptiPlex 7070 Micro Intel i5 9500 3.00Ghz 16GB RAM 256GB SSD Wi-Fi Win 11,1803.6,MAD,Refurbished,98.4,42053,0.0,MAD,1803.6,0,0.0,Australia,0.0,Dell,i5,16GB,Desktop
HP EliteDesk 800 G3 SFF Intel i5 6600 3.30GHz 16GB RAM 256GB SSD Win 10,901.8,MAD,Refurbished,98.4,42053,0.0,MAD,901.8,0,0.0,Australia,0.0,Hp,i5,16GB,Desktop
HP ProDesk 600 G3 SFF Desktop PC  i7-7700 32GB RAM 256GB SSD W11P,1930.52,MAD,Used,98.8,2382,0.0,MAD,1930.52,0,0.0,Australia,0.0,Hp,i7,32GB,Desktop
HP EliteDesk 800 G4 Workstation Tower Intel i5 8600 3.10GHz 16GB RAM 256GB SSD W,1923.84,MAD,Refurbished,98.4,42053,0.0,MAD,1923.84,0,0.0,Australia,0.0,Hp,i5,16GB,Desktop
"Dell OptiPlex 7040 (i5-6500, 512GB, 16GB)",661.3199999999999,MAD,Used,100.0,461,0.0,MAD,661.3199999999999,0,0.0,Australia,0.0,Dell,i5,Unknown,Desktop
Dell OptiPlex 7060 Micro Intel i5 8500T 2.10GHz 8GB RAM 512 GB SSD Win 11,1202.3332,MAD,Used,99.8,2455,0.0,MAD,1202.3332,0,0.0,Australia,0.0,Dell,i5,8GB,Desktop
0.3m 0.5m 1m 2m 3m 5m 10m 15m 20m 30m Ethernet Network Lan Cable CAT6 1000Mbps,60.0532,MAD,New,99.4,134678,0.0,MAD,60.0532,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
Lenovo P520c W-2123 4C/8T 3.6Ghz 32GB Ram 256GB NVMe 2x 1TB HDD P2000 500W W11P,2505.0,MAD,Refurbished,99.8,5851,0.0,MAD,2505.0,0,0.0,Australia,0.0,Lenovo,Unknown,32GB,Desktop
HP EliteDesk 800 G3 SFF Intel i5 6500 3.20GHz 8GB RAM 256GB SSD Win 10,721.4399999999999,MAD,Refurbished,98.4,42053,0.0,MAD,721.4399999999999,0,0.0,Australia,0.0,Hp,i5,8GB,Desktop
Dell Optiplex 7050 SFF Desktop PC i5 7500 16GB RAM 128GB SSD Win 11 Pro,1072.474,MAD,Used,99.6,7140,0.0,MAD,1072.474,0,0.0,Australia,0.0,Dell,i5,16GB,Desktop
Dell OptiPlex 9020 SFF i5 4690 3.5GHz 4GB 128GB SSD DW W10P PC | 3mth Wty,300.59999999999997,MAD,Used,96.4,22154,1.0,MAD,300.59999999999997,0,0.0,Australia,6.68,Dell,i5,4GB,Desktop
Lenovo ThinkStation P330 Tiny Intel i7 8700 3.20GHz 16GB RAM 256GB SSD Wi-Fi Win,2104.2,MAD,Refurbished,98.4,42053,0.0,MAD,2104.2,0,0.0,Australia,0.0,Lenovo,i7,16GB,Desktop
Dell OptiPlex 7060 SFF Intel i5 8500 3.00Ghz 16GB RAM 256GB SSD Win 11 pro,1730.12,MAD,Used,99.5,6787,0.0,MAD,1730.12,0,0.0,Australia,0.0,Dell,i5,16GB,Desktop
KAMRUI 4K Mini PC GAMING PC Windows 11 Intel i5-12450H 32GB RAM 512G SSD WIFI ,3667.3199999999997,MAD,New,99.5,206,0.0,MAD,3667.3199999999997,0,0.0,Australia,0.0,Unknown,i5,32GB,Desktop
HP ProDesk 600 G3 Mini Intel i5 7500T 2.70GHz 8GB RAM 256GB SSD Wi-Fi Win 10,841.68,MAD,Refurbished,98.4,42053,0.0,MAD,841.68,0,0.0,Australia,0.0,Hp,i5,8GB,Desktop
Dell Optiplex 7060 SFF PC i5 8500 16GB RAM 256GB SSD Win 11 Pro Desktop PC,1596.52,MAD,Used,99.4,12642,0.0,MAD,1596.52,0,0.0,Australia,0.0,Dell,i5,16GB,Desktop
Wholesale CAT6 UTP color  Cable 0.3m 0.5m 1m 2m 3m 5m 8m 10m 15m 20m 30m 50m,73.4132,MAD,New,100.0,366,0.0,MAD,73.4132,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
HP EliteDesk 800 G6,527.72,MAD,For Parts,100.0,4686,22.0,MAD,527.72,0,0.0,Australia,146.95999999999998,Hp,Unknown,Unknown,Desktop
KAMRUI AK1PLUS Mini PC 16GB 512GB SSD Intel 12th N95 Windows 11 Pro WIFI BT,1516.2932,MAD,New,99.5,206,0.0,MAD,1516.2932,0,0.0,Australia,0.0,Unknown,Unknown,16GB,Desktop
2x For iPad 10th 9th 8th iPad Pro 11 Air Mini Tempered Glass Screen Protector,31.729999999999997,MAD,New,99.3,1633814,0.0,MAD,31.729999999999997,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
"Toshiba TCxWave 6140-E45 15"" POS Terminal i5 6300U 2.40GHz 8GB RAM 128GB SSD Tou",661.3199999999999,MAD,Used,98.4,42053,0.0,MAD,661.3199999999999,0,0.0,Australia,0.0,Unknown,i5,8GB,Desktop
SanDisk Cruzer Flair 16GB 32GB 64GB 128GB 256GB USB Flash Drive Memory Stick ,143.55319999999998,MAD,New,100.0,3613,0.0,MAD,143.55319999999998,0,0.0,Australia,0.0,Unknown,Unknown,16GB,Other or unknown
eMachines AMD Athlon II X2 Windows XP / Windows 7 / Windows 10 SFF Computer,527.72,MAD,Used,98.6,864,42.746583710407236,MAD,527.72,0,0.0,Australia,285.54717918552035,Unknown,Unknown,Unknown,Desktop
Dell OptiPlex 990 Intel Core i7 Windows XP / Windows 7 / Windows 10 SFF Computer,594.52,MAD,Used,98.6,864,42.746583710407236,MAD,594.52,0,0.0,Australia,285.54717918552035,Dell,i7,Unknown,Desktop
Logitech MX Master 3s Performance Wireless Mouse (Graphite) Free Shipping,674.68,MAD,New,99.7,120659,0.0,MAD,674.68,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
Tempered Glass Screen Protector For Apple iPad 10th 9th 8th 7th 6th Gen Air 5 4,65.464,MAD,New,99.0,5147,0.0,MAD,65.464,0,0.0,Australia,0.0,Apple,Unknown,Unknown,Other or unknown
Cat 6 0.15m 0.3m 0.5m 1m 2m 3m 5m RJ45 UTP Ethernet Network Lan Cable Patch Lead,29.9264,MAD,New,99.0,24727,0.0,MAD,29.9264,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
Yubico - USBC YubiKey 5 Series -  5C NFC - Firmware 5.7.1,601.1999999999999,MAD,New,100.0,74,0.0,MAD,601.1999999999999,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
HP EliteDesk 705 G4 DM 35W Mini | AMD Ryzen 5 Pro 2400GE | 8GB RAM | 128GB SSD,1195.72,MAD,Used,97.8,3729,14.5,MAD,1195.72,0,0.0,Australia,96.86,Hp,ryzen 5,8GB,Desktop
ASUS CHROMEBOX FOR MEETINGS CN62 INTEL i7-5500U 3GHz 4GBRAM 16GB M.2 SSD MINI PC,995.3199999999999,MAD,Used,97.8,3729,0.0,MAD,995.3199999999999,0,0.0,Australia,0.0,Asus,i7,4GB,Desktop
Raspberry Pi 5 4GB/8GB  + 64GB SD Card Reader + Cooling Fan + Case,1302.6,MAD,New,100.0,49,0.0,MAD,1302.6,0,0.0,Australia,0.0,Unknown,Unknown,4GB,Desktop
Lenovo ThinkCentre tiny M910q i7 6700T 32GB RAM 512GB SSD WiFi Win 10,1997.32,MAD,Refurbished,99.6,7140,0.0,MAD,1997.32,0,0.0,Australia,0.0,Lenovo,i7,32GB,Desktop
iPad Case 10th 9th 8th 7th 6th 5th Gen Air 11 Shockproof Cover Leather Mini 6,93.4532,MAD,New,99.0,76837,0.0,MAD,93.4532,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
DELL WYSE 5070 Intel CELERON J4105 1.50GHz 8GB RAM 256GB SSD *NO OS*,567.8,MAD,Used,99.4,12642,0.0,MAD,567.8,0,0.0,Australia,0.0,Dell,Unknown,8GB,Desktop
iPad 10th 9th 8th 7th 6th 5th Gen Screen Protector Air 4th 3 mini Tempered Glass,92.184,MAD,New,99.0,76837,0.0,MAD,92.184,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
Custom Build Gaming PC,5678.0,MAD,Unknown,100.0,12,50.0,MAD,5678.0,0,0.0,Australia,334.0,Unknown,Unknown,Unknown,Desktop
Raspberry Pi 5 Model B 4GB Board,775.5479999999999,MAD,New,99.5,24256,0.0,MAD,861.7199999999999,10,86.172,Australia,0.0,Unknown,Unknown,4GB,Desktop
"10 Core Gaming PC, 16GB DDR4, SSD, ARGB, WIFI, GTX",2605.2,MAD,Used,98.0,1329,50.0,MAD,2605.2,0,0.0,Australia,334.0,Unknown,Unknown,16GB,Desktop
HP EliteDesk 800 G3 SFF Desktop PC  i5-6500 8GB RAM 256GB SSD  W10P,928.52,MAD,Used,98.8,2382,0.0,MAD,928.52,0,0.0,Australia,0.0,Hp,i5,8GB,Desktop
Dell OptiPlex 7060 Micro Desktop PC i5 8500t 16GB RAM 128GB SSD Win 11 WiFi & BT,1730.12,MAD,Refurbished,99.6,7140,0.0,MAD,1730.12,0,0.0,Australia,0.0,Dell,i5,16GB,Desktop
For iPad 10th 9th 8th 7th 6th Gen Air Mini 6 5 4 Tempered Glass Screen Protector,76.82,MAD,New,99.3,238601,0.0,MAD,76.82,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
Shockproof Smart Cover Case for iPad 9th 8th 7th Gen iPad Air 5 4 Pro iPad Case,86.172,MAD,New,99.3,1833,0.0,MAD,86.172,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
HP Compaq 8100 Elite Windows XP / Windows 7 / Windows 10 SFF Desktop Computer,460.91999999999996,MAD,Used,98.6,864,42.746583710407236,MAD,460.91999999999996,0,0.0,Australia,285.54717918552035,Hp,Unknown,Unknown,Desktop
"ITX Gaming PC, 9100f, 16GB DDR4, RX 570, SSD, WIFI",2538.4,MAD,Used,98.0,1329,50.0,MAD,2538.4,0,0.0,Australia,334.0,Unknown,Unknown,16GB,Desktop
HP OMEN 25L Gaming Tower i7-14700F 16GB 1TB SSD +1TB HDD RTX4070 Super 12GB,14956.519999999999,MAD,New,97.5,1109,0.0,MAD,23373.32,36,8416.8,Australia,0.0,Hp,i7,16GB,Desktop
iPad 10th 9th 8th 7th 6th 5th Gen case Air 4th 3 Mini 6 flip smart Stand Cover,66.132,MAD,New,99.0,76837,0.0,MAD,66.132,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
iPad Case 10th 9th 8th 7th 6th 5th Gen Air 5 4 Heavy Duty Shockproof Cover Kids,80.0932,MAD,New,99.0,5147,0.0,MAD,80.0932,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
1M/2M/3M/5M USB Extension Cable USB 3.0 A Male to Female,30.06,MAD,New,99.0,14951,0.0,MAD,30.06,0,0.0,Australia,0.0,Unknown,Unknown,Unknown,Other or unknown
HP EliteDesk 705 G4 DM 35W Mini | AMD Ryzen 5 Pro 2400GE | 8GB RAM | 256GB SSD,1329.32,MAD,Used,97.8,3729,14.5,MAD,1329.32,0,0.0,Australia,96.86,Hp,ryzen 5,8GB,Desktop
"HP Mini Desktop Computer PC i7, up to 32GB RAM 1TB M.2 SSD,  Windows 11/10, WiFi",1492.2451999999998,MAD,Refurbished,99.2,2206,58.62,MAD,6783.072399999999,78,5969.1144,Australia,391.5816,Hp,i7,32GB,Desktop
PC Computer Desktop Xeon E5 Ram 16Gb SSD 240Gb Quadro 4000 W10 Ricondizionato,1511.7837000000002,MAD,Refurbished,99.3,89972,0.0,MAD,1743.3370000000002,13,231.5533,Austria,0.0,Unknown,Unknown,16GB,Other or unknown
Pc Computer Desktop Fisso Hp i5 Ram 8Gb SSD 256 Win11 WiFi Office RICONDIZIONATO,1371.1770000000001,MAD,Refurbished,100.0,159,19.5,MAD,1371.1770000000001,0,0.0,Austria,226.78500000000003,Hp,i5,8GB,Other or unknown
HP Z230 PC Computer Fisso i7 Ram 32GB SSD 1TB Win10 Office Wifi (Ricondizionato),2906.3370000000004,MAD,Refurbished,99.3,89972,0.0,MAD,2906.3370000000004,0,0.0,Austria,0.0,Hp,i7,32GB,Other or unknown
PC Computer Desktop DELL SFF i7 Ram 32GB SSD 512GB DVD Win 10 (Ricondizionato),2324.8370000000004,MAD,Refurbished,99.3,89972,0.0,MAD,2324.8370000000004,0,0.0,Austria,0.0,Dell,i7,32GB,Other or unknown
Computer PC Fisso SFF Ricondizionato Dell i7 6700 RAM 16GB SSD 240GB Windows 11,2209.5837,MAD,Refurbished,99.3,89972,0.0,MAD,2209.5837,0,0.0,Austria,0.0,Dell,i7,16GB,Other or unknown
PC Computer Dektop Lenovo P330 i5-8500 Ram 16Gb SSD 512Gb Win 11 Ricondizionato,2442.1837,MAD,Refurbished,99.3,89972,0.0,MAD,2558.4837,5,116.30000000000001,Austria,0.0,Lenovo,i5,16GB,Other or unknown
Mini PC Computer Desktop Lenovo M73 i7 Ram 16GB SSD 240GB Win 10 Ricondizionato,1628.0837000000001,MAD,Refurbished,99.3,89972,0.0,MAD,1628.0837000000001,0,0.0,Austria,0.0,Lenovo,i7,16GB,Other or unknown
PC Computer Desktop Fujitsu E420 SFF i7 RAM 16GB SSD 512GB Win 10 Ricondizionato,1628.0837000000001,MAD,Refurbished,99.3,89972,0.0,MAD,1975.9370000000001,18,347.85330000000005,Austria,0.0,Unknown,i7,16GB,Other or unknown
HP 800G1 PC Computer Fisso i5 RAM 16 SSD 240 Win11 Office Wifi (Ricondizionato),1510.737,MAD,Refurbished,99.3,89972,0.0,MAD,1510.737,0,0.0,Austria,0.0,Hp,i5,Unknown,Other or unknown
PC Computer Desktop HP Z240 SFF i7 Ram 32GB SSD 1TB WIN 10 Pro (Ricondizionato),2790.0370000000003,MAD,Refurbished,99.3,89972,0.0,MAD,3022.6369999999997,8,232.60000000000002,Austria,0.0,Hp,i7,32GB,Other or unknown
LENOVO M93P TOWER i7-4770 16GB RAM 500GB HDD WINDOWS 10 GARANZIA PC COMPUTER i7,1395.6000000000001,MAD,Refurbished,99.5,5598,18.0,MAD,1395.6000000000001,0,0.0,Austria,209.34,Lenovo,i7,16GB,Other or unknown
Lenovo Mini Computer PC Ryzen 5 Pro Ram 16GB SSD 512GB Windows 11 Ricondizionato,2557.4370000000004,MAD,Refurbished,99.3,89972,0.0,MAD,2557.4370000000004,0,0.0,Austria,0.0,Lenovo,ryzen 5,16GB,Other or unknown
Pc Computer Desktop Assemblato Nuovo Core i5-3470 Ram 8Gb SSD 240 Windows 10 Pro,2011.8737000000003,MAD,New,99.3,89972,0.0,MAD,2324.8370000000004,13,312.9633,Austria,0.0,Unknown,i5,8GB,Other or unknown
Pc Computer Desktop Fisso Ricondizionato Dell i5 16Gb Ram 240Gb SSD Windows 10 ,1743.3370000000002,MAD,Refurbished,99.3,89972,0.0,MAD,1743.3370000000002,0,0.0,Austria,0.0,Dell,i5,16GB,Other or unknown
PC Computer Desktop Fisso Ricondizionato Dell i7 Ram 32Gb SSD 480Gb Windows 10,2325.8837000000003,MAD,Refurbished,99.3,89972,0.0,MAD,2325.8837000000003,0,0.0,Austria,0.0,Dell,i7,32GB,Other or unknown
Tower PC Computer Desktop Fujitsu i7  RAM 16GB SSD 512GB Win 10 (Ricondizionato),1975.9370000000001,MAD,Refurbished,99.3,89972,0.0,MAD,1975.9370000000001,0,0.0,Austria,0.0,Unknown,i7,16GB,Other or unknown
GAMING Dell i5 Desktop Computer PC NVIDIA GTX745 bis 32GB RAM 2TB SSD W11P BT5,3103.5818000000004,MAD,Refurbished,96.9,6032,98.1,MAD,3103.5818000000004,0,0.0,Austria,1140.903,Dell,i5,32GB,Desktop
"HP Compaq 6200 PRO i5 2400 3,1 Microtower Computer 500GB Windows 11 , 4GB RAM N2",514.2786,MAD,Used,100.0,3209,398.5,MAD,514.2786,0,0.0,Austria,4634.555,Hp,i5,Unknown,Desktop
Pc Computer Desktop HP Z1 i9-9900 RAM 32GB SSD 512GB Win 11 Pro (Ricondizionato),6279.037,MAD,Refurbished,99.3,89972,0.0,MAD,6395.337,2,116.30000000000001,Austria,0.0,Hp,i9,32GB,Other or unknown
Pc Desktop Computer Assemblato Core i5-3470 Ram 16Gb SSD 480Gb Windows 10 Pro,2558.4837,MAD,New,99.3,89972,0.0,MAD,3022.6369999999997,15,464.1533,Austria,0.0,Unknown,i5,16GB,Other or unknown
Mini PC Computer Fujitsu G4560 Ram 8Gb SSD 250Gb NVMe WiFi Win10 Ricondizionato,1045.537,MAD,Refurbished,99.3,89972,0.0,MAD,1045.537,0,0.0,Austria,0.0,Unknown,Unknown,8GB,Other or unknown
PC GAMING COMPUTER FISSO LED RGB i7 16GB RAM 500GB SSD HD NVIDIA GT730 4GB HDMI,4407.77,MAD,New,98.8,206,25.0,MAD,4407.77,0,0.0,Austria,290.75,Unknown,i7,16GB,Other or unknown
Fujitsu PC Desktop Computer i7 Ram 32GB SSD 1TB DVD W11 Office (Ricondizionato),3721.4837,MAD,Refurbished,99.3,89972,0.0,MAD,3721.4837,0,0.0,Austria,0.0,Unknown,i7,32GB,Other or unknown
PC Computer Desktop Dell i7 Ram 8GB SSD 240GB DVD-ROM Win10 (Ricondizionato),1628.0837000000001,MAD,Refurbished,99.3,89972,0.0,MAD,1628.0837000000001,0,0.0,Austria,0.0,Dell,i7,8GB,Other or unknown
PC Computer Desktop Lenovo i7 Ram 16GB SSD 512GB Wifi Win 10 (Ricondizionato),2324.8370000000004,MAD,Refurbished,99.3,89972,0.0,MAD,2324.8370000000004,0,0.0,Austria,0.0,Lenovo,i7,16GB,Other or unknown
Lenovo M720t PC Computer Fisso i5 Ram 16GB SSD 512GB W11 Office (Ricondizionato),2907.3837000000003,MAD,Refurbished,99.3,89972,0.0,MAD,3023.6837000000005,4,116.30000000000001,Austria,0.0,Lenovo,i5,16GB,Other or unknown
DELL PC Computer Fisso SFF Ricondizionato i5 Ram 8GB SSD 240GB W10 Office21 Wifi,1511.7837000000002,MAD,Refurbished,99.3,89972,0.0,MAD,1511.7837000000002,0,0.0,Austria,0.0,Dell,i5,8GB,Other or unknown
"Mini-Computer Fujitsu Q910 Core i3, 3220T  8GB RAM DDR3 250 GB SSD -DVD Win11 N2",646.0465,MAD,Used,100.0,3209,22.9,MAD,646.0465,0,0.0,Austria,266.327,Unknown,i3,8GB,Desktop
PC Computer Desktop Tower Fujitsu i7 Ram 32GB SSD 1TB DVD Win10 (Ricondizionato),3138.937,MAD,Refurbished,99.3,89972,0.0,MAD,3138.937,0,0.0,Austria,0.0,Unknown,i7,32GB,Other or unknown
Pc Computer Desktop Dell 3050 SFF i5 8GB 240GB SSD HDMI Win 10 (Ricondizionato),1511.7837000000002,MAD,Refurbished,99.3,89972,0.0,MAD,1511.7837000000002,0,0.0,Austria,0.0,Dell,i5,8GB,Other or unknown
